,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
8930,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,0.2,17.9982,"Pontault-Combault, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77340, France",48.79436556239317,2.607222644102564
8931,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0.0,22.9885,"Milwaukee, Wisconsin, 53209, United States",43.120779035614035,-87.94645641315789
8932,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0.0,10.8558,"Milwaukee, Wisconsin, 53209, United States",43.120779035614035,-87.94645641315789
8933,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,16.74,2,0.0,4.3524,"Green Bay, Brown County, Wisconsin, 54302, United States",44.50472621763393,-87.97499543638392
8934,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,12.672,3,0.2,3.96,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
8935,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
8936,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,204.85,5,0.0,53.261,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8937,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,135.984,2,0.2,16.998,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8938,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,16.4,5,0.0,7.052,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8939,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,92.96,2,0.2,31.374,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8940,Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,7.632,3,0.2,-1.8126,"North Miami, Miami-Dade County, Florida, 33161, United States",25.893480349261708,-80.18246130811153
8941,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,4.158,7,0.7,-3.465,"Mount Scott-Arleta, Portland, Multnomah County, Oregon, 97206, United States",45.48330953363532,-122.5991700976423
8942,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Machines,179.991,3,0.7,-251.9874,"Mount Scott-Arleta, Portland, Multnomah County, Oregon, 97206, United States",45.48330953363532,-122.5991700976423
8943,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,239.358,3,0.3,-47.8716,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
8944,First Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,164.88,3,0.0,80.7912,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
8945,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,10.95,3,0.0,3.285,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
8946,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,19.44,3,0.0,9.3312,"2740, 巴彦浩特镇, 阿拉善左旗, 阿拉善盟, 内蒙古自治区, 中国",38.7051328,105.88479
8947,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0.0,6.15,"2740, 巴彦浩特镇, 阿拉善左旗, 阿拉善盟, 内蒙古自治区, 中国",38.7051328,105.88479
8948,First Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,13.97,1,0.0,3.6322,"San Diego, San Diego County, California, 92037, United States",32.83542970669773,-117.26031859320176
8949,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,934.956,6,0.4,-249.3216,"Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",35.610646218909515,-88.81993628225058
8950,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Technology,Accessories,46.864,2,0.2,7.6154,"Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",35.610646218909515,-88.81993628225058
8951,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,26.16,3,0.2,1.962,"Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",35.610646218909515,-88.81993628225058
8952,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,23.128,7,0.2,2.891,"Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",35.610646218909515,-88.81993628225058
8953,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Appliances,59.24,5,0.2,16.291,"Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",35.610646218909515,-88.81993628225058
8954,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,155.456,4,0.2,-7.7728,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
8955,Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Paper,8.56,2,0.0,3.852,"Quartier de La Boule - Champs Pierreux, Nanterre, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92024, France",48.8931268,2.2120881
8956,First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,21.0,3,0.2,5.775,"Las Campas y San Claudio, Oviedo, Asturias / Asturies, 33012, España",43.36726382541436,-5.867103375506446
8957,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,120.0,2,0.5,-7.2,"Las Campas y San Claudio, Oviedo, Asturias / Asturies, 33012, España",43.36726382541436,-5.867103375506446
8958,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,0.2,37.495,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
8959,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
8960,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,0.3,-24.398,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
8961,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,18.688,4,0.2,3.7376,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
8962,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,273.96,2,0.0,71.2296,"Virginia Beach, Virginia, 23464, United States",36.798092307853466,-76.17641726812562
8963,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,89.97,3,0.0,18.8937,"Virginia Beach, Virginia, 23464, United States",36.798092307853466,-76.17641726812562
8964,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,756.8,5,0.0,75.68,"Virginia Beach, Virginia, 23464, United States",36.798092307853466,-76.17641726812562
8965,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
8966,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,72.0,1,0.2,14.4,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
8967,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470.155,7,0.3,-13.433,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
8968,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,39.128,1,0.2,-8.8038,"Memphis, Shelby County, West Tennessee, Tennessee, 38109, United States",35.077135500031325,-90.06961974442356
8969,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,1.7262,"Lakewood, Cuyahoga County, Ohio, 44107, United States",41.48153029428571,-81.80125908551021
8970,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,0.4,-25.198,"Lakewood, Cuyahoga County, Ohio, 44107, United States",41.48153029428571,-81.80125908551021
8971,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,271.764,2,0.1,60.392,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
8972,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47.496,1,0.2,-1.1874,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
8973,Second Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Bookcases,344.981,7,0.15,28.4102,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8974,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
8975,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,78.304,2,0.2,29.364,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
8976,First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,127.785,1,0.3,-31.0335,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
8977,First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.104,2,0.8,-9.156,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
8978,Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0.0,2.8224,"Lerkendal, Trondheim, Trøndelag, 7050, Norge",63.41225898797927,10.431252278963731
8979,Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.72,1,0.8,-2.838,"Paris, Île-de-France, France métropolitaine, 75220, France",48.8524924,2.2783345
8980,Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708,"Will County, Illinois, 60441, United States",41.607657717391305,-88.01293212862319
8981,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
8982,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
8983,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,0.6,-194.824,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
8984,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
8985,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,77.952,3,0.2,12.6672,"Pori, Porin seutukunta, Satakunta, Lounais-Suomen aluehallintovirasto, Manner-Suomi, 28540, Suomi / Finland",61.46110690208334,21.753865997916666
8986,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,95.97,5,0.7,-73.577,"Pori, Porin seutukunta, Satakunta, Lounais-Suomen aluehallintovirasto, Manner-Suomi, 28540, Suomi / Finland",61.46110690208334,21.753865997916666
8987,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,105.584,2,0.2,9.2386,"Pori, Porin seutukunta, Satakunta, Lounais-Suomen aluehallintovirasto, Manner-Suomi, 28540, Suomi / Finland",61.46110690208334,21.753865997916666
8988,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9.344,2,0.2,1.168,"Pori, Porin seutukunta, Satakunta, Lounais-Suomen aluehallintovirasto, Manner-Suomi, 28540, Suomi / Finland",61.46110690208334,21.753865997916666
8989,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0.0,3.7752,"Springfield, Greene County, Missouri, 65807, United States",37.16536635784832,-93.31410233218695
8990,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0.0,2302.9671,"Springfield, Greene County, Missouri, 65807, United States",37.16536635784832,-93.31410233218695
8991,Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,104.75,5,0.0,21.9975,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
8992,Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Accessories,18.528,2,0.2,4.4004,"Domaine universitaire de Grenoble, Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38401, France",45.19019088333333,5.767024833333333
8993,Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Tables,1875.258,7,0.4,-968.8833,"Domaine universitaire de Grenoble, Saint-Martin-d'Hères, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38401, France",45.19019088333333,5.767024833333333
8994,First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,91.36,5,0.2,29.692,"Caudéran, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33021, France",44.8482053,-0.6011419
8995,First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Appliances,152.24,5,0.2,17.127,"Caudéran, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33021, France",44.8482053,-0.6011419
8996,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,35.184,2,0.2,12.3144,"Richardson, Dallas County, Texas, 75081, United States",32.94786830028129,-96.7130190212377
8997,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
8998,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,274.064,7,0.2,102.774,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
8999,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
9000,Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324,"Forenza, Potenza, Basilicata, 85023, Italia",40.85873123506494,15.855689835064936
